Name,Rookie,JN,BD,BD_Y,Hgt,Wgt,Pos,Team,GP,G,A,PTS,Pts/G,+/-,PPG,PPA,GWG,ENG,PIM,PPP,PPP_Percentage,RNK
Michael Misa,NO,77,,2007.0,6.01,185,C,Saginaw Spirit,44,40,48,88,2.0,33,11,18,6,1,31,29,33.0,154.0
Nick Lardis,NO,16,,2005.0,5.11,185,RW,Brantford Bulldogs,47,48,33,81,1.72,13,15,14,8,6,16,29,35.8,142.5
Liam Greentree,NO,66,,2006.0,6.03,216,LW,Windsor Spitfires,47,33,47,80,1.7,36,8,16,5,7,34,24,30.0,138.5
Ilya Protas,NO,37,,2006.0,6.05,200,C,Windsor Spitfires,43,34,43,77,1.79,35,11,14,5,1,22,25,32.5,145.5
Patrick Thomas,NO,93,,2004.0,6.00,178,C,Brantford Bulldogs,49,22,51,73,1.49,9,11,17,6,1,6,28,38.4,123.5
Kieron Walton,NO,22,,2006.0,6.06,216,LW,Sudbury Wolves,46,28,44,72,1.57,5,11,21,6,1,30,32,44.4,97.0
Ryan Roobroeck,NO,25,,2007.0,6.04,190,LW,Niagara IceDogs,48,34,37,71,1.48,-1,10,11,4,4,8,21,29.6,114.5
Jacob Battaglia,NO,88,,2006.0,6.01,202,LW,Kingston Frontenacs,47,30,40,70,1.49,8,10,12,3,2,22,22,31.4,106.0
Beckett Sennecke,NO,45,,2006.0,6.04,195,RW,Oshawa Generals,40,29,39,68,1.7,17,10,18,2,0,45,28,41.2,88.5
Cedrick Guindon,NO,93,,2004.0,5.10,182,C,Kingston Frontenacs,47,29,39,68,1.45,23,10,11,0,2,4,21,30.9,135.5
Jake O'Brien,NO,44,,2007.0,6.02,170,C,Brantford Bulldogs,49,26,42,68,1.39,-8,9,24,2,1,12,33,48.5,95.0
Tuomas Uronen,NO,8,,2005.0,6.00,194,RW,Kingston Frontenacs,42,27,40,67,1.6,20,8,18,4,2,23,26,38.8,111.0
Zayne Parekh,NO,19,,2006.0,6.00,185,RD,Saginaw Spirit,42,24,43,67,1.6,28,7,21,3,0,61,28,41.8,79.5
Porter Martone,NO,94,,2006.0,6.03,208,RW,Brampton Steelheads,38,23,44,67,1.76,10,3,13,2,0,55,16,23.9,67.0
Denver Barkey,NO,86,,2005.0,5.10,171,LW,London Knights,39,18,44,62,1.59,31,8,18,1,1,20,26,41.9,113.0
Henry Mews,NO,88,,2006.0,6.01,183,D,Sudbury Wolves,47,12,50,62,1.32,-9,5,27,1,0,60,32,51.6,30.0
Luke Misa,NO,33,,2005.0,5.10,176,C,Brampton Steelheads,47,27,34,61,1.3,26,5,5,3,1,2,10,16.4,129.0
Carson Rehkopf,NO,16,,2005.0,6.02,202,RW,Brampton Steelheads,38,27,32,59,1.55,17,6,7,0,3,18,13,22.0,101.0
Luca Marrelli,NO,19,,2005.0,6.02,185,D,Oshawa Generals,48,16,43,59,1.23,18,4,20,4,0,19,24,40.7,95.5
Sam Dickinson,NO,3,,2006.0,6.03,210,D,London Knights,36,20,38,58,1.61,35,10,11,4,0,24,21,36.2,108.0
Sam Alfano,NO,33,,2004.0,6.04,204,RW,Erie Otters,47,30,27,57,1.21,11,9,3,2,1,43,12,21.1,68.5
Andrei Loshko,NO,27,,2004.0,6.02,184,C,Niagara IceDogs,48,28,29,57,1.19,-1,13,8,4,3,19,21,36.8,79.5
Pano Fimis,NO,98,,2004.0,5.11,183,C,Erie Otters,47,19,37,56,1.19,15,3,14,2,1,26,17,30.4,82.5
Kevin He,NO,11,,2006.0,6.00,180,LW,Niagara IceDogs,43,26,29,55,1.28,6,6,8,3,1,20,14,25.5,81.5
Kristian Epperson,NO,86,,2006.0,6.00,185,LW,Saginaw Spirit,40,19,36,55,1.38,37,4,10,2,2,68,14,25.5,61.0
Kocha Delic,NO,13,,2004.0,5.11,198,C,Sudbury Wolves,44,22,31,53,1.2,-3,5,16,3,1,56,21,39.6,31.5
Calem Mangone,NO,7,,2004.0,5.09,165,RW,Saginaw Spirit,44,18,33,51,1.16,16,3,12,1,1,40,15,29.4,61.5
Malcolm Spence,NO,17,,2006.0,6.02,201,LW,Erie Otters,45,20,30,50,1.11,13,4,5,5,1,30,9,18.0,68.0
Calum Ritchie,NO,21,,2005.0,6.03,190,C,Oshawa Generals,28,11,39,50,1.79,24,2,14,5,0,36,16,32.0,68.5
Luca Pinelli,NO,20,,2005.0,5.09,169,LW,Ottawa 67's,36,29,19,48,1.33,-9,14,10,1,1,43,24,50.0,34.5
Adrian Misaljevic,NO,10,,2004.0,5.11,175,RW,Kitchener Rangers,49,23,25,48,0.98,7,8,13,6,2,10,21,43.8,80.5
Landen Hookey,NO,10,,2004.0,6.05,222,RW,Owen Sound Attack,48,21,27,48,1.0,-1,6,10,3,2,51,16,33.3,30.5
Ethan Miedema,NO,15,,2005.0,6.04,212,LW,Kingston Frontenacs,47,18,30,48,1.02,13,4,2,6,0,51,6,12.5,43.0
Trent Swick,NO,57,,2004.0,6.06,208,LW,Kitchener Rangers,44,22,25,47,1.07,0,6,6,3,2,32,12,25.5,49.5
Marco Mignosa,NO,26,,2005.0,5.11,170,RW,Soo Greyhounds,38,20,27,47,1.24,-7,2,14,2,0,17,16,34.0,56.5
Cole Brown,NO,92,,2005.0,6.03,189,RW,Brantford Bulldogs,49,20,26,46,0.94,-5,7,12,2,0,36,19,41.3,38.0
Riley Patterson,NO,21,,2006.0,6.00 ,194,C,Barrie Colts,46,19,27,46,1.0,20,3,9,2,0,15,12,26.1,83.5
Ethan Czata,NO,12,,2007.0,6.01,175,C,Niagara IceDogs,48,18,28,46,0.96,3,4,10,3,1,54,14,30.4,27.0
Noah Morneau,NO,11,,2004.0,6.00,182,C,Windsor Spitfires,48,16,30,46,0.96,13,5,11,4,0,13,16,34.8,77.0
Emil Pieniniemi,NO,7,,2005.0,6.03,177,D,Kingston Frontenacs,42,6,40,46,1.1,5,2,21,2,0,18,23,50.0,59.0
Colby Barlow,NO,39,,2005.0,6.01,190,LW,Oshawa Generals,45,27,18,45,1.0,1,13,5,1,0,33,18,40.0,49.0
Charlie Paquette,NO,23,,2005.0,6.02,207,RW,Guelph Storm,47,20,25,45,0.96,-13,6,9,1,3,16,15,33.3,48.5
Jack Nesbitt,NO,71,,2007.0,6.04,182,C,Windsor Spitfires,48,17,28,45,0.94,9,3,9,4,2,49,12,26.7,36.0
Sam McCue,NO,12,,2005.0,6.02,191,LW,Flint Firebirds,44,26,18,44,1.0,5,6,4,1,0,39,10,22.7,45.0
Ethan Procyszyn,NO,21,,2006.0,6.03,192,C,North Bay Battalion,46,26,18,44,0.96,-10,15,3,2,1,54,18,40.9,15.0
Sam O'Reilly,NO,23,,2006.0,6.01,190,C,London Knights,45,18,26,44,0.98,36,4,8,4,0,22,12,27.3,89.0
Luke Torrance,NO,17,,2004.0,6.01,201,LW,Oshawa Generals,45,18,26,44,0.98,18,7,11,2,0,19,18,40.9,74.0
Alex Pharand,NO,21,,2005.0,6.03,192,RW,Sudbury Wolves,44,16,28,44,1.0,1,7,7,1,2,27,14,31.8,48.0
Ryan Abraham,NO,12,,2004.0,5.08,168,C,Windsor Spitfires,47,16,28,44,0.94,7,5,7,1,1,32,12,27.3,49.0
Nathan Villeneuve,NO,89,,2006.0,6.00,195,C,Sudbury Wolves,38,23,19,42,1.11,-4,8,2,2,1,88,10,23.8,-17.5
Joey Willis,NO,14,,2005.0,5.11,185,C,Kingston Frontenacs,36,21,21,42,1.17,5,5,8,3,1,34,13,31.0,44.5
Cam Allen,NO,17,,2005.0,6.00,197,D,London Knights,43,11,31,42,0.98,15,3,6,1,0,51,9,21.4,32.5
Tyler Hopkins,NO,91,,2007.0,6.01,180,C,Kingston Frontenacs,46,15,26,41,0.89,0,3,8,4,0,12,11,26.8,57.0
Cameron Reid,NO,18,,2007.0,6.00,175,LD,Kitchener Rangers,49,10,31,41,0.84,23,2,18,2,0,27,20,48.8,62.5
Tomáš Hamara,NO,9,,2004.0,6.00,192,D,Brantford Bulldogs,40,6,35,41,1.03,6,3,20,2,0,31,23,56.1,39.5
Justin Cloutier,NO,24,,2005.0,5.09,186,RW,Soo Greyhounds,48,23,17,40,0.83,1,5,6,1,2,57,11,27.5,15.5
Brady Martin,NO,44,,2007.0,6.00,174,C,Soo Greyhounds,38,19,21,40,1.05,12,7,3,1,1,54,10,25.0,27.5
Dalyn Wakely,NO,81,,2004.0,6.01,198,C,Barrie Colts,39,19,21,40,1.03,16,6,8,5,1,39,14,35.0,46.5
Beau Jelsma,NO,53,,2004.0,5.10,180,C,Barrie Colts,39,16,24,40,1.03,11,5,5,1,2,28,10,25.0,51.0
Jacob LeBlanc,NO,18,,2004.0,6.01,186,D,North Bay Battalion,46,6,34,40,0.87,-28,1,18,0,0,18,19,47.5,17.0
Cooper Foster,NO,29,,2005.0,6.00,187,C,Ottawa 67's,40,15,24,39,0.98,-8,4,11,1,2,46,15,38.5,12.0
William Nicholl,NO,73,,2006.0,6.00,184,C,London Knights,45,12,27,39,0.87,22,2,2,1,0,16,4,10.3,70.5
Blake Montgomery,NO,47,,2005.0,6.04,195,LW,London Knights,31,19,19,38,1.23,29,1,4,3,0,4,5,13.2,91.5
Jacob Cloutier,YES,42,,2007.0,5.10,170,RW,Saginaw Spirit,47,18,20,38,0.81,11,5,1,1,1,35,6,15.8,42.0
Easton Cowan,NO,7,,2005.0,6.00,185,RW,London Knights,28,17,21,38,1.36,11,5,9,4,2,26,14,36.8,50.5
Kashawn Aitcheson,NO,77,,2006.0,6.01,198,D,Barrie Colts,45,17,21,38,0.84,13,7,9,4,0,67,16,42.1,11.5
Anthony Cristoforo,NO,44,,2006.0,6.00,180,D,Windsor Spitfires,47,11,27,38,0.81,35,6,11,3,1,37,17,44.7,60.5
Finn Harding,NO,7,,2005.0,6.01,206,D,Brampton Steelheads,47,5,33,38,0.81,31,0,7,1,0,55,7,18.4,35.5
Luca Romano,NO,86,,2007.0,5.11,168,C,Kitchener Rangers,48,17,20,37,0.77,3,6,8,2,0,14,14,37.8,53.0
Christopher Thibodeau,NO,9,,2005.0,5.10,158,RW,Flint Firebirds,42,15,22,37,0.88,8,3,9,2,2,19,12,32.4,52.0
Shamar Moses,NO,24,,2007.0,6.01,202,LW,North Bay Battalion,44,10,27,37,0.84,-11,3,17,2,1,31,20,54.1,18.5
Carson Harmer,YES,13,,2007.0,5.10,185,C,Saginaw Spirit,47,17,19,36,0.77,9,5,3,2,1,15,8,22.2,56.5
Tanner Lam,NO,37,,2007.0,5.08,140,RW,Kitchener Rangers,48,10,26,36,0.75,12,2,5,1,0,12,7,19.4,59.0
Quinton Burns,NO,41,,2005.0,6.02,199,D,Kingston Frontenacs,46,8,28,36,0.78,37,2,5,0,0,82,7,19.4,13.0
Carey Terrance,NO,10,,2005.0,6.01,186,C,Erie Otters,41,18,17,35,0.85,0,2,6,1,2,10,8,22.9,51.5
Zach Filak,NO,11,,2004.0,6.01,185,C,Sarnia Sting,48,11,24,35,0.73,0,3,4,0,1,53,7,20.0,5.0
Cole Beaudoin,NO,29,,2006.0,6.02,211,C,Barrie Colts,33,15,19,34,1.03,0,6,7,4,1,2,13,38.2,56.5
Martin Misiak,NO,90,,2004.0,6.02,200,C,Erie Otters,39,14,20,34,0.87,-16,7,6,3,0,12,13,38.2,30.0
Emil Hemming,NO,28,,2006.0,6.01,205,RW,Barrie Colts,42,13,21,34,0.81,8,6,7,2,0,16,13,38.2,49.5
Dylan Edwards,NO,11,,2005.0,5.08,169,RW,Erie Otters,45,13,21,34,0.76,-4,5,5,3,1,20,10,29.4,33.5
Jacob Julien,NO,13,,2004.0,6.04,190,C,London Knights,47,9,25,34,0.72,4,3,7,4,0,34,10,29.4,25.5
Braidy Wassilyn,YES,66,,2008.0,5.11,194,C,Niagara IceDogs,42,7,27,34,0.81,-1,4,8,0,0,12,12,35.3,41.5
Tristan Bertucci,NO,12,,2005.0,6.02,187,D,Barrie Colts,48,5,29,34,0.71,21,2,10,1,1,43,12,35.3,31.5
Landon Sim,NO,90,,2004.0,5.11,185,LW,London Knights,37,21,12,33,0.89,17,5,2,2,1,70,7,21.2,7.0
Cole Davis,NO,78,,2006.0,5.10,184,LW,Windsor Spitfires,37,16,17,33,0.89,13,2,3,2,2,28,5,15.2,42.5
Kaden Pitre,NO,17,,2006.0,6.00,185,C,Flint Firebirds,43,15,18,33,0.77,-7,1,3,3,0,40,4,12.1,10.0
Gage Heyes,NO,9,,2004.0,6.00,172,RW,Kingston Frontenacs,47,14,19,33,0.7,8,1,2,0,0,42,3,9.1,22.5
